Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,BsmtFlag,WoodDeckFlag,PoolFlag,BsmtFinPerc,SalePrice
820,0,3,44.0,6371,1,1,0,3,4,0,16,2,2,4,2,7,5,2010,1,1,12,13,3,128.0,4.0,3.0,2,4.0,3.0,2.0,6.0,1.0,1358.0,1,5.0,1,4,0,1358,1.0,0.0,2,0,2,1,4.0,6,7.0,1,4.0,1,2.0,2.0,3.0,2.0,192,35,0,0,0,4,1,0,6,5,1.0,1,0,0.5397643593519882,12.319401330837177
821,10,3,72.0,7226,1,1,0,3,1,0,5,2,2,0,5,7,5,2003,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,798.0,1,5.0,1,4,0,1640,0.0,0.0,2,1,3,1,4.0,6,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,45,0,0,0,4,1,0,8,4,1.0,0,0,0.0,12.117241431823558
822,5,4,60.0,6000,1,2,3,0,4,1,17,2,2,1,2,4,4,1953,1,1,8,8,2,0.0,2.0,3.0,1,2.0,3.0,1.0,1.0,1.0,936.0,1,3.0,0,4,0,936,0.0,0.0,1,0,2,1,3.0,4,5.0,0,0.0,5,1.0,2.0,3.0,2.0,0,32,112,0,0,4,1,0,8,4,1.0,0,0,0.0,11.440354772135393
823,10,3,74.0,12394,1,1,0,3,0,0,8,2,2,0,5,7,5,2003,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,4.0,1.0,1.0,847.0,1,5.0,1,4,0,1733,0.0,0.0,2,1,3,1,4.0,7,7.0,1,4.0,3,3.0,2.0,3.0,2.0,100,48,0,0,0,4,1,0,8,3,1.0,1,0,0.0,12.323855681186558
824,9,3,60.0,9900,1,1,3,3,4,0,18,2,2,0,0,6,7,1950,1,1,12,13,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,778.0,1,3.0,1,4,0,1489,0.0,0.0,2,0,3,1,3.0,7,7.0,1,4.0,5,1.0,1.0,3.0,2.0,335,0,0,0,0,1,1,0,8,4,1.0,1,0,0.0,11.845819880243557
825,5,1,81.0,11216,1,1,3,3,4,0,21,2,2,0,2,8,5,2006,1,1,12,13,2,0.0,4.0,3.0,2,4.0,4.0,1.0,1.0,1.0,1489.0,1,5.0,1,4,0,1489,0.0,0.0,2,0,3,1,4.0,7,7.0,1,4.0,1,2.0,2.0,3.0,2.0,0,140,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.3570755190667
826,5,3,114.0,14803,1,1,3,3,4,0,16,4,4,0,2,10,5,2008,3,1,5,5,1,816.0,5.0,3.0,2,5.0,3.0,3.0,6.0,1.0,2078.0,1,5.0,1,4,0,2084,1.0,0.0,2,0,2,1,5.0,7,7.0,1,4.0,1,3.0,3.0,3.0,2.0,188,45,0,0,0,4,1,0,6,5,1.0,1,0,0.7872954764196343,12.86099861326992
827,8,4,50.0,6130,1,1,3,3,4,0,3,2,2,0,1,5,6,1950,1,1,8,8,2,0.0,3.0,3.0,0,3.0,3.0,1.0,5.0,1.0,784.0,1,4.0,1,4,0,784,1.0,0.0,1,0,2,1,4.0,5,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,0,116,0,0,4,1,0,8,4,1.0,0,0,1.0,11.603679828238693
828,5,3,65.0,8529,1,1,0,3,4,0,20,2,2,0,2,7,5,2001,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1454.0,1,5.0,1,4,0,1434,0.0,0.0,2,0,3,1,4.0,6,7.0,1,3.0,1,2.0,2.0,3.0,2.0,290,39,0,0,0,4,1,0,8,4,1.0,1,0,0.013755158184319119,12.14950229404178
829,10,3,74.0,28698,1,1,1,2,1,2,4,2,2,0,5,5,5,1967,0,5,9,10,2,0.0,3.0,3.0,2,3.0,4.0,4.0,2.0,5.0,1013.0,1,3.0,1,4,0,2126,0.0,1.0,2,1,3,1,3.0,7,5.0,0,0.0,1,3.0,2.0,3.0,2.0,486,0,0,0,225,4,1,0,8,0,1.0,1,0,1.0,12.128111104060462
830,2,1,24.0,2544,1,2,3,3,4,0,21,2,2,3,5,7,5,2005,1,1,8,8,2,0.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,600.0,1,5.0,1,4,80,1223,0.0,0.0,2,1,2,1,4.0,4,7.0,0,0.0,5,2.0,2.0,3.0,2.0,0,166,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.900905258737373
831,5,3,80.0,11900,1,1,0,3,0,0,12,2,2,0,2,6,5,1957,1,1,6,6,1,387.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,1392.0,1,3.0,1,0,0,1392,1.0,0.0,1,1,3,1,3.0,6,7.0,2,4.0,1,2.0,2.0,3.0,2.0,0,0,0,0,192,4,1,0,8,4,1.0,0,0,0.7471264367816092,12.01974306733868
832,2,1,30.0,3180,1,2,3,3,4,0,21,2,2,4,5,7,5,2005,1,1,8,8,2,0.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,600.0,1,5.0,1,4,80,1200,0.0,0.0,2,1,2,1,4.0,4,7.0,0,0.0,5,2.0,2.0,3.0,2.0,0,166,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.925035115797062
833,10,3,44.0,9548,1,1,0,3,1,0,5,2,2,0,5,7,6,2003,1,1,12,13,1,223.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,941.0,1,5.0,1,4,0,1829,1.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1,2.0,2.0,3.0,2.0,192,39,0,0,0,4,1,0,8,4,1.0,1,0,0.5132837407013815,12.375815420117268
834,5,3,100.0,10004,1,1,3,3,4,0,12,2,2,0,2,6,6,1964,1,1,6,10,1,180.0,3.0,3.0,1,3.0,3.0,1.0,3.0,4.0,1516.0,1,3.0,1,4,0,1516,0.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,0,0,0,152,4,1,0,8,4,1.0,0,0,0.35686015831134565,12.025749091398891
835,5,3,75.0,7875,1,1,3,3,4,0,12,2,2,0,2,5,6,1961,1,1,12,13,1,136.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,1144.0,1,4.0,1,4,0,1144,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,1.0,2.0,3.0,2.0,0,0,0,0,0,1,1,0,8,4,1.0,0,0,0.5,11.8490404949436
836,5,3,60.0,9600,1,1,3,3,4,0,19,2,2,0,2,4,7,1995,1,1,12,6,2,0.0,3.0,3.0,1,4.0,3.0,1.0,4.0,1.0,1067.0,1,3.0,1,4,0,1067,0.0,0.0,2,0,2,1,4.0,4,5.0,0,0.0,1,1.0,2.0,3.0,2.0,290,0,0,0,0,4,1,0,8,4,1.0,1,0,0.41424554826616683,11.759785542901755
837,6,4,90.0,8100,1,2,3,3,4,0,17,2,2,0,2,5,6,1973,1,1,12,13,2,0.0,3.0,3.0,0,3.0,3.0,1.0,3.0,1.0,1559.0,1,4.0,1,4,0,1559,1.0,0.0,1,0,2,1,3.0,5,5.0,0,0.0,5,1.0,2.0,3.0,2.0,0,116,230,0,0,1,1,0,0,4,1.0,0,0,0.21680564464400257,11.941455846009388
838,2,4,21.0,1680,1,1,3,3,4,0,2,2,2,3,5,6,5,1973,1,1,6,6,1,158.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,483.0,1,3.0,1,4,0,987,1.0,0.0,1,1,2,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.6832298136645962,11.512925464970229
839,5,3,75.0,9525,1,1,3,3,4,0,5,2,2,0,2,5,6,2006,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,1099.0,1,5.0,1,4,0,1099,0.0,0.0,1,1,3,1,4.0,6,7.0,0,0.0,1,1.0,1.0,3.0,2.0,278,0,0,0,0,4,1,0,8,4,1.0,1,0,0.0,11.877568578558138
840,9,3,70.0,11767,1,1,3,3,4,0,7,2,2,0,0,5,6,1995,1,1,8,8,2,0.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,768.0,1,5.0,1,4,0,1200,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.4583333333333333,11.779128505744886
841,11,2,60.0,12155,1,1,0,3,4,0,18,2,2,0,5,6,8,1950,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,4.0,1.0,672.0,1,3.0,0,4,0,1482,0.0,0.0,2,0,4,1,2.0,7,7.0,0,0.0,5,1.0,1.0,3.0,1.0,0,0,254,0,0,4,1,0,8,4,1.0,0,0,0.23214285714285715,11.84939770159144
842,11,4,60.0,10440,1,0,3,3,4,0,17,2,2,0,5,5,8,2002,1,1,8,8,2,0.0,3.0,3.0,2,3.0,3.0,1.0,1.0,1.0,650.0,1,4.0,1,4,0,1539,0.0,0.0,2,0,3,1,4.0,8,7.0,1,1.0,5,1.0,2.0,4.0,1.0,70,78,68,0,0,4,1,0,8,4,1.0,1,0,0.0,11.967180737247824
843,13,3,82.0,9020,1,1,3,3,4,0,12,2,2,0,7,6,7,1966,1,1,6,6,1,183.0,3.0,3.0,1,3.0,3.0,4.0,3.0,5.0,1127.0,1,3.0,1,4,0,1165,1.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,1,2.0,2.0,4.0,2.0,0,129,0,0,0,0,1,0,8,4,1.0,0,0,0.7551020408163265,12.071969661006694
844,15,3,80.0,8000,1,1,3,3,0,0,12,0,2,2,2,5,4,1961,1,1,3,3,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,1800.0,1,5.0,0,4,0,1800,0.0,0.0,2,0,6,2,3.0,10,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.856515169360305
845,9,4,100.0,12665,1,0,0,3,4,0,17,0,2,0,0,5,8,1950,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,2.0,1.0,1.0,876.0,1,4.0,1,4,0,1416,0.0,0.0,1,1,4,1,3.0,7,7.0,1,4.0,5,1.0,3.0,3.0,2.0,418,0,194,0,0,4,1,0,8,4,1.0,1,0,0.0,11.94405831982697
846,14,3,74.0,16647,1,1,0,3,1,0,19,5,2,0,6,5,5,1981,1,1,6,6,2,0.0,3.0,3.0,1,4.0,3.0,4.0,5.0,1.0,1390.0,1,3.0,1,4,0,1701,1.0,0.0,2,0,3,1,3.0,6,5.0,2,3.0,2,3.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,1.0,12.049418835484797
847,10,3,75.0,9317,1,1,3,3,4,0,20,2,2,0,5,7,5,1993,1,1,6,6,1,137.0,4.0,3.0,2,4.0,3.0,1.0,5.0,1.0,740.0,1,5.0,1,4,0,1775,1.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1,1.0,2.0,3.0,2.0,234,72,192,0,0,4,1,0,8,4,1.0,1,0,0.6932432432432433,12.269047444691562
848,5,3,36.0,15523,1,1,0,3,1,0,5,2,2,0,2,5,6,1972,1,1,6,10,2,0.0,3.0,3.0,1,3.0,3.0,3.0,4.0,1.0,864.0,1,5.0,1,4,0,864,1.0,0.0,1,0,3,1,3.0,5,7.0,1,2.0,1,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.5324074074074074,11.801856756822442
849,9,3,75.0,45600,1,1,1,0,4,0,4,2,2,0,0,6,8,1997,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,907.0,1,3.0,1,4,0,2358,0.0,0.0,3,0,5,1,3.0,10,7.0,1,4.0,5,1.0,2.0,2.0,2.0,486,40,0,0,175,4,1,0,8,4,1.0,1,0,0.0,12.388394202324129
850,13,3,80.0,9600,1,1,3,3,2,0,24,1,2,0,7,6,7,1994,3,1,9,10,1,360.0,4.0,4.0,1,3.0,3.0,1.0,1.0,1.0,528.0,1,5.0,1,4,0,1855,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,1,2.0,2.0,3.0,2.0,113,100,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.138863895836725
851,0,4,36.0,4435,1,1,3,3,4,0,5,2,2,4,2,6,5,2003,1,1,12,13,1,170.0,4.0,3.0,2,4.0,3.0,3.0,6.0,1.0,848.0,1,5.0,1,4,0,848,1.0,0.0,1,0,1,1,4.0,3,7.0,0,0.0,1,3.0,2.0,3.0,2.0,140,0,0,0,0,4,1,0,8,4,1.0,1,0,0.777122641509434,11.786762130599957
852,0,3,48.0,3196,1,1,3,3,4,0,0,2,2,4,2,8,5,2003,1,1,12,13,1,40.0,4.0,3.0,2,4.0,3.0,4.0,1.0,1.0,1273.0,1,5.0,1,4,0,1456,0.0,0.0,2,0,2,1,4.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,143,20,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.2783933071098
853,12,3,53.0,7128,1,1,3,3,4,0,6,2,2,0,4,7,5,1950,1,1,8,8,2,0.0,3.0,4.0,1,3.0,3.0,1.0,3.0,1.0,918.0,1,4.0,1,4,0,1646,0.0,0.0,2,0,4,1,3.0,7,7.0,2,4.0,5,1.0,1.0,3.0,2.0,0,0,0,0,126,2,1,0,8,4,1.0,0,0,0.39651416122004357,12.007621706806335
854,13,3,74.0,12095,1,1,0,3,0,0,12,2,2,0,7,6,6,1964,1,1,8,6,1,115.0,3.0,4.0,1,3.0,3.0,4.0,3.0,1.0,1127.0,1,3.0,1,4,0,1445,0.0,0.0,1,1,3,1,3.0,7,7.0,1,2.0,1,2.0,2.0,3.0,2.0,180,0,0,0,0,2,1,0,8,4,1.0,1,0,0.5004436557231589,11.970350312009105
855,5,3,102.0,17920,1,1,3,3,4,0,19,2,2,0,2,5,4,1974,3,1,13,10,2,0.0,3.0,3.0,1,3.0,3.0,2.0,5.0,3.0,1763.0,1,3.0,1,4,0,1779,1.0,0.0,1,1,3,1,3.0,6,7.0,1,4.0,1,1.0,2.0,3.0,2.0,0,418,0,0,312,4,1,0,8,0,1.0,0,0,0.7889960294951787,12.043553716032399
856,5,3,74.0,6897,1,1,0,3,0,0,19,2,2,0,2,5,8,2010,1,1,6,6,2,0.0,3.0,4.0,1,3.0,3.0,1.0,5.0,1.0,1040.0,1,5.0,1,4,0,1040,1.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,104,0,0,0,4,1,0,8,4,1.0,0,0,0.6336538461538461,11.751942365440728
857,13,3,74.0,10970,1,1,0,2,4,1,5,2,2,0,7,6,6,1978,1,1,9,6,2,0.0,3.0,3.0,1,4.0,4.0,4.0,6.0,2.0,940.0,1,3.0,1,4,0,1026,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,34,0,0,2,1,0,8,4,1.0,0,0,1.0,11.898187865760873
858,10,3,65.0,8125,1,1,3,3,4,0,8,2,2,0,5,6,5,1995,1,1,6,6,2,0.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,702.0,1,4.0,1,4,0,1481,0.0,0.0,2,1,3,1,3.0,6,7.0,1,3.0,1,3.0,2.0,3.0,2.0,0,36,0,0,0,4,1,0,8,4,1.0,0,0,0.0,12.066810578196666
859,5,3,80.0,10400,1,1,3,3,4,0,14,2,2,0,2,7,5,1976,1,1,6,6,1,189.0,3.0,3.0,1,4.0,3.0,1.0,1.0,1.0,1090.0,1,3.0,1,4,0,1370,0.0,0.0,2,0,3,1,3.0,6,7.0,1,3.0,1,2.0,2.0,3.0,2.0,0,0,0,0,0,2,1,0,8,3,1.0,0,0,0.0,11.931635799828413
860,10,3,74.0,11029,1,1,0,3,0,0,14,3,2,0,5,6,7,1984,1,1,6,6,1,220.0,3.0,3.0,1,3.0,3.0,2.0,4.0,1.0,1054.0,1,3.0,1,4,0,2654,1.0,0.0,2,1,4,1,4.0,9,7.0,1,4.0,1,1.0,2.0,3.0,2.0,0,65,0,0,222,4,1,0,8,4,1.0,0,0,0.5872865275142315,12.429216196844383
861,9,3,55.0,7642,1,1,3,3,0,0,6,2,2,0,0,7,8,1998,1,1,13,14,2,0.0,4.0,3.0,0,3.0,3.0,1.0,1.0,1.0,912.0,1,4.0,1,4,0,1426,0.0,0.0,1,1,3,1,4.0,7,7.0,1,4.0,5,1.0,1.0,3.0,2.0,0,240,0,0,0,0,1,0,8,4,1.0,0,0,0.0,12.154516158615772
862,4,3,75.0,11625,1,1,3,3,4,0,19,2,2,1,2,5,4,1965,3,1,9,6,2,0.0,3.0,3.0,2,3.0,3.0,2.0,4.0,1.0,1039.0,1,5.0,1,4,0,1039,1.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,1,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.809432146294514,11.786762130599957
863,5,3,81.0,9672,1,1,3,3,0,0,20,2,2,0,2,6,5,1985,3,1,6,10,2,0.0,3.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1040.0,1,3.0,1,4,0,1097,0.0,0.0,2,0,3,1,3.0,6,7.0,0,0.0,1,1.0,2.0,3.0,2.0,0,0,0,0,0,0,1,0,8,4,1.0,0,0,0.325,11.931635799828413
864,5,3,70.0,7931,1,1,3,3,4,0,12,2,2,0,2,5,5,1959,3,1,3,10,2,0.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,1148.0,1,3.0,1,4,0,1148,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,1.0,1.0,3.0,2.0,0,0,0,0,0,0,1,0,8,4,1.0,0,0,1.0,11.794337924408413
865,5,1,72.0,8640,1,1,3,3,4,0,21,2,2,0,2,7,5,2008,1,1,12,13,2,0.0,4.0,3.0,2,5.0,3.0,1.0,1.0,1.0,1372.0,1,5.0,1,4,0,1372,0.0,0.0,2,0,3,1,4.0,6,7.0,0,0.0,1,3.0,2.0,3.0,2.0,0,140,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.431533509799543
866,5,3,74.0,8750,1,1,0,3,4,0,12,2,2,0,2,5,6,1970,1,1,8,8,1,76.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,1002.0,1,3.0,1,4,0,1002,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,2,1,0,8,4,1.0,0,0,0.8263473053892215,11.908340237224891
867,5,3,67.0,10656,1,1,0,1,4,0,23,2,2,0,2,8,5,2007,1,1,12,13,3,274.0,4.0,3.0,2,4.0,3.0,3.0,1.0,1.0,1638.0,1,5.0,1,4,0,1646,0.0,0.0,2,0,3,1,4.0,6,7.0,1,4.0,1,2.0,3.0,3.0,2.0,192,80,0,0,0,4,1,0,6,5,1.0,1,0,0.0,12.424806488355683
868,5,3,85.0,6970,1,1,3,3,0,0,19,1,2,0,2,4,5,1961,1,1,12,13,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,1040.0,1,3.0,1,4,0,1120,1.0,0.0,1,1,3,1,2.0,5,7.0,0,0.0,1,2.0,2.0,3.0,2.0,168,0,0,0,0,4,3,400,8,4,1.0,1,0,0.8961538461538462,11.764462090785656
869,10,3,74.0,14762,1,1,1,3,0,0,8,1,2,0,5,5,6,1950,1,1,9,10,2,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1,4,53,2320,0.0,0.0,2,0,2,1,3.0,7,7.0,1,3.0,1,1.0,2.0,3.0,1.0,120,144,0,0,0,4,1,0,8,4,0.0,1,0,0.0,12.037653993905211
870,10,3,80.0,9938,1,1,3,3,4,0,20,2,2,0,5,7,5,1994,1,1,8,8,1,246.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1050.0,1,5.0,1,4,0,1949,1.0,0.0,2,1,3,1,4.0,8,7.0,1,3.0,1,3.0,2.0,3.0,2.0,156,90,0,0,0,0,1,0,8,4,1.0,1,0,0.7142857142857143,12.371587084007746
871,5,3,60.0,6600,1,1,3,3,4,0,12,4,2,0,2,5,5,1962,3,1,8,8,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,894.0,1,4.0,0,4,0,894,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.603679828238693
872,10,3,70.0,8750,1,1,3,3,4,0,5,2,2,0,5,6,5,1998,1,1,12,13,1,116.0,3.0,3.0,2,4.0,3.0,1.0,6.0,1.0,804.0,1,5.0,1,4,0,1682,0.0,0.0,2,1,3,1,4.0,7,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,77,0,0,0,4,1,0,8,4,1.0,0,0,0.6281094527363185,12.20856952572876
873,5,3,74.0,8892,1,1,3,3,0,0,12,2,2,0,2,5,7,1996,1,1,14,15,2,0.0,4.0,3.0,4,3.0,3.0,3.0,1.0,1.0,105.0,1,4.0,1,4,0,910,0.0,0.0,1,0,3,1,4.0,5,7.0,0,0.0,1,1.0,2.0,3.0,2.0,196,0,150,0,0,1,1,0,8,4,1.0,1,0,0.0,11.661345470088502
874,7,3,60.0,12144,1,1,3,3,4,0,12,2,2,0,2,5,7,1950,1,1,6,6,2,0.0,4.0,3.0,1,3.0,3.0,1.0,3.0,1.0,832.0,1,4.0,1,4,232,1268,0.0,0.0,1,0,3,1,3.0,6,7.0,1,4.0,1,1.0,1.0,3.0,2.0,0,28,0,0,0,4,2,0,8,4,1.0,0,0,0.45072115384615385,11.79810440720389
875,9,4,52.0,5720,1,1,3,3,4,0,17,0,2,0,0,5,6,1950,1,1,13,14,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,676.0,1,5.0,1,4,0,1131,0.0,0.0,1,1,3,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,26,0,0,0,0,4,1,0,8,0,1.0,1,0,0.0,11.104957226643945
876,10,1,75.0,9000,1,1,3,3,4,0,21,2,2,0,5,8,5,2007,1,1,5,5,2,0.0,4.0,3.0,2,4.0,3.0,3.0,6.0,1.0,1184.0,1,5.0,1,4,0,2610,0.0,0.0,2,1,4,1,5.0,11,7.0,1,4.0,3,3.0,2.0,3.0,2.0,208,364,0,0,0,4,1,0,6,5,1.0,1,0,0.05405405405405406,12.623061104072981
877,5,3,94.0,25286,1,1,3,1,4,1,11,2,2,0,2,4,5,1963,1,1,6,10,2,0.0,3.0,3.0,2,3.0,3.0,4.0,5.0,1.0,1064.0,1,4.0,1,4,0,1040,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.5949248120300752,11.792449349720545
878,10,3,74.0,8834,1,1,3,3,4,0,16,2,2,0,5,9,5,2005,3,1,12,13,3,216.0,4.0,3.0,2,5.0,3.0,1.0,6.0,1.0,1462.0,1,5.0,1,4,0,2224,1.0,0.0,2,1,4,1,5.0,10,7.0,1,4.0,1,3.0,3.0,3.0,2.0,184,0,0,0,0,4,1,0,8,4,1.0,1,0,0.8002735978112175,12.765688433465597
879,14,3,88.0,11782,1,1,0,3,4,0,19,2,2,0,6,5,7,1995,1,1,6,6,2,0.0,3.0,3.0,1,3.0,3.0,3.0,5.0,1.0,1109.0,1,3.0,1,4,0,1155,1.0,0.0,1,0,3,1,4.0,6,5.0,0,0.0,5,1.0,2.0,3.0,2.0,192,0,0,0,0,2,3,400,8,4,1.0,1,0,0.8106402164111812,11.90226119114851
880,5,3,74.0,7000,1,1,0,3,1,0,5,2,2,0,2,5,8,2005,1,1,12,13,1,90.0,4.0,4.0,1,3.0,3.0,1.0,5.0,1.0,864.0,1,5.0,1,4,0,864,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,1.0,1.0,3.0,2.0,0,0,0,0,0,1,1,0,8,4,1.0,0,0,0.7476851851851852,11.824079893607152
881,5,3,60.0,7024,1,1,3,3,4,0,7,2,2,0,2,5,5,2006,1,1,12,13,2,0.0,3.0,3.0,2,5.0,4.0,1.0,5.0,1.0,1090.0,1,4.0,1,4,0,1090,1.0,0.0,1,1,2,1,3.0,5,7.0,0,0.0,1,3.0,2.0,3.0,2.0,0,49,0,0,0,4,1,0,8,4,1.0,0,0,0.8990825688073395,11.964001084330445
882,9,3,44.0,13758,1,1,0,3,1,0,23,2,2,0,0,7,5,1991,1,1,6,6,1,117.0,4.0,4.0,1,4.0,3.0,2.0,2.0,1.0,1156.0,1,5.0,1,4,0,1717,0.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1,2.0,2.0,3.0,2.0,168,36,0,0,0,4,1,0,8,4,1.0,1,0,0.7802768166089965,12.141534124392603
883,10,3,74.0,9636,1,1,0,3,0,0,8,2,2,0,5,6,5,1993,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,808.0,1,4.0,1,4,0,1593,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,3,2.0,2.0,3.0,2.0,342,40,0,0,0,2,1,0,8,4,1.0,1,0,0.0,12.089538829274222
884,12,3,60.0,6204,1,1,3,0,4,0,18,2,2,0,3,4,5,1950,1,1,13,14,2,0.0,4.0,3.0,2,3.0,2.0,1.0,1.0,1.0,795.0,1,3.0,0,4,481,2230,1.0,0.0,1,0,5,1,3.0,10,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,188,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.682668239557323
885,5,3,65.0,7150,1,1,3,3,4,0,12,2,2,0,2,5,5,1967,1,1,6,6,1,60.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,892.0,1,3.0,1,4,0,892,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1,2.0,1.0,3.0,2.0,0,0,0,0,0,1,1,0,8,4,1.0,0,0,0.484304932735426,11.512925464970229
886,0,1,50.0,5119,1,1,0,3,1,0,21,2,2,4,2,9,5,2000,1,1,8,8,1,60.0,4.0,3.0,2,5.0,3.0,3.0,6.0,1.0,1698.0,1,5.0,1,4,0,1709,1.0,0.0,2,0,2,1,4.0,5,7.0,1,3.0,1,3.0,2.0,3.0,2.0,97,65,0,0,0,4,1,0,1,0,1.0,1,0,0.7290930506478209,12.703509032177148
887,15,3,70.0,8393,1,1,3,3,0,0,12,2,2,2,2,5,5,2005,1,1,8,8,1,122.0,3.0,3.0,1,3.0,3.0,1.0,2.0,1.0,1626.0,1,5.0,1,4,0,1712,0.0,0.0,2,0,4,2,3.0,8,7.0,0,0.0,1,3.0,2.0,3.0,2.0,272,54,0,0,0,4,1,0,8,3,1.0,1,0,0.3247232472324723,11.884489021402711
